auction_id,domain,title,max_budget,weight_cost,weight_reliability,weight_delivery,weight_reviews,duration_minutes,created_at
AUC-0583,Software & Cloud Services,Procurement Request #0583 - Software & Cloud Services,26262.78,31,23,29,17,5,2026-05-29 00:00:00
AUC-0584,Raw Materials & Metals,Procurement Request #0584 - Raw Materials & Metals,158933.74,35,32,26,7,15,2026-04-17 00:00:00
AUC-0585,Construction & Infrastructure,Procurement Request #0585 - Construction & Infrastructure,330049.77,56,21,11,12,5,2026-05-27 00:00:00
AUC-0586,Raw Materials & Metals,Procurement Request #0586 - Raw Materials & Metals,469769.36,43,13,28,16,30,2026-06-27 00:00:00
AUC-0587,IT Hardware,Procurement Request #0587 - IT Hardware,436890.2,29,33,26,12,15,2026-05-01 00:00:00
AUC-0588,Construction & Infrastructure,Procurement Request #0588 - Construction & Infrastructure,385371.74,25,26,29,20,5,2026-03-05 00:00:00
AUC-0589,Raw Materials & Metals,Procurement Request #0589 - Raw Materials & Metals,396339.2,55,33,12,10,15,2026-06-07 00:00:00
AUC-0590,IT Hardware,Procurement Request #0590 - IT Hardware,335842.6,41,27,10,22,30,2026-04-28 00:00:00
AUC-0591,Construction & Infrastructure,Procurement Request #0591 - Construction & Infrastructure,137540.56,45,28,20,10,30,2026-04-02 00:00:00
AUC-0592,Manufacturing & Heavy Machinery,Procurement Request #0592 - Manufacturing & Heavy Machinery,454525.57,38,19,15,28,5,2026-06-28 00:00:00
AUC-0593,Construction & Infrastructure,Procurement Request #0593 - Construction & Infrastructure,338658.83,34,33,28,10,15,2026-01-17 00:00:00
AUC-0594,Healthcare & Medical Supplies,Procurement Request #0594 - Healthcare & Medical Supplies,284615.91,50,28,15,7,5,2026-06-19 00:00:00
AUC-0595,Logistics & Freight,Procurement Request #0595 - Logistics & Freight,64384.84,59,10,19,12,30,2026-01-23 00:00:00
AUC-0596,Software & Cloud Services,Procurement Request #0596 - Software & Cloud Services,229057.22,52,12,18,18,15,2026-02-04 00:00:00
AUC-0597,Construction & Infrastructure,Procurement Request #0597 - Construction & Infrastructure,235575.55,37,18,18,27,5,2026-01-30 00:00:00
AUC-0598,Construction & Infrastructure,Procurement Request #0598 - Construction & Infrastructure,433636.17,26,39,28,10,10,2026-06-19 00:00:00
AUC-0599,Raw Materials & Metals,Procurement Request #0599 - Raw Materials & Metals,277857.63,43,35,15,7,15,2026-06-30 00:00:00
AUC-0600,Software & Cloud Services,Procurement Request #0600 - Software & Cloud Services,196396.27,51,15,26,8,5,2026-03-30 00:00:00
AUC-0601,IT Hardware,Procurement Request #0601 - IT Hardware,488632.16,29,29,14,28,30,2026-04-17 00:00:00
AUC-0602,Manufacturing & Heavy Machinery,Procurement Request #0602 - Manufacturing & Heavy Machinery,64253.09,44,17,24,15,10,2026-02-24 00:00:00
AUC-0603,Construction & Infrastructure,Procurement Request #0603 - Construction & Infrastructure,217048.73,42,11,30,17,15,2026-01-31 00:00:00
AUC-0604,IT Hardware,Procurement Request #0604 - IT Hardware,30592.09,30,24,22,24,30,2026-03-20 00:00:00
AUC-0605,Raw Materials & Metals,Procurement Request #0605 - Raw Materials & Metals,372553.02,54,17,22,7,30,2026-05-03 00:00:00
AUC-0606,Logistics & Freight,Procurement Request #0606 - Logistics & Freight,459857.51,29,26,23,22,5,2026-03-16 00:00:00
AUC-0607,Manufacturing & Heavy Machinery,Procurement Request #0607 - Manufacturing & Heavy Machinery,147218.29,48,22,20,10,5,2026-01-26 00:00:00
AUC-0608,Construction & Infrastructure,Procurement Request #0608 - Construction & Infrastructure,430587.42,55,21,23,10,15,2026-03-28 00:00:00
AUC-0609,Logistics & Freight,Procurement Request #0609 - Logistics & Freight,153186.93,37,35,13,15,15,2026-06-18 00:00:00
AUC-0610,Construction & Infrastructure,Procurement Request #0610 - Construction & Infrastructure,456277.38,45,24,17,14,10,2026-05-15 00:00:00
AUC-0611,Logistics & Freight,Procurement Request #0611 - Logistics & Freight,379441.33,31,20,27,22,5,2026-06-23 00:00:00
AUC-0612,IT Hardware,Procurement Request #0612 - IT Hardware,404404.32,24,10,23,43,5,2026-05-16 00:00:00
AUC-0613,IT Hardware,Procurement Request #0613 - IT Hardware,18823.21,48,21,17,14,15,2026-03-07 00:00:00
AUC-0614,Software & Cloud Services,Procurement Request #0614 - Software & Cloud Services,481777.07,22,10,29,39,5,2026-01-16 00:00:00
AUC-0615,Construction & Infrastructure,Procurement Request #0615 - Construction & Infrastructure,366068.79,28,40,29,10,5,2026-02-01 00:00:00
AUC-0616,IT Hardware,Procurement Request #0616 - IT Hardware,159328.04,58,14,22,6,10,2026-01-30 00:00:00
AUC-0617,Healthcare & Medical Supplies,Procurement Request #0617 - Healthcare & Medical Supplies,416403.39,31,18,19,32,30,2026-06-20 00:00:00
AUC-0618,IT Hardware,Procurement Request #0618 - IT Hardware,147945.39,55,24,18,10,30,2026-06-28 00:00:00
AUC-0619,Healthcare & Medical Supplies,Procurement Request #0619 - Healthcare & Medical Supplies,437649.38,40,18,15,27,5,2026-03-13 00:00:00
AUC-0620,Manufacturing & Heavy Machinery,Procurement Request #0620 - Manufacturing & Heavy Machinery,65164.39,23,22,22,33,15,2026-01-17 00:00:00
AUC-0621,Logistics & Freight,Procurement Request #0621 - Logistics & Freight,354806.13,36,15,24,25,5,2026-05-07 00:00:00
AUC-0622,Software & Cloud Services,Procurement Request #0622 - Software & Cloud Services,274942.25,54,22,15,10,30,2026-01-29 00:00:00
AUC-0623,Software & Cloud Services,Procurement Request #0623 - Software & Cloud Services,57301.89,49,34,23,10,10,2026-06-08 00:00:00
AUC-0624,Healthcare & Medical Supplies,Procurement Request #0624 - Healthcare & Medical Supplies,128527.98,26,39,24,11,15,2026-01-28 00:00:00
AUC-0625,IT Hardware,Procurement Request #0625 - IT Hardware,16077.98,24,12,28,36,15,2026-04-26 00:00:00
AUC-0626,IT Hardware,Procurement Request #0626 - IT Hardware,239696.3,51,14,30,5,5,2026-01-11 00:00:00
AUC-0627,Healthcare & Medical Supplies,Procurement Request #0627 - Healthcare & Medical Supplies,157619.98,44,18,14,24,15,2026-04-12 00:00:00
AUC-0628,Construction & Infrastructure,Procurement Request #0628 - Construction & Infrastructure,303195.17,20,26,25,29,30,2026-04-23 00:00:00
AUC-0629,Raw Materials & Metals,Procurement Request #0629 - Raw Materials & Metals,155646.53,24,27,17,32,5,2026-04-10 00:00:00
AUC-0630,Healthcare & Medical Supplies,Procurement Request #0630 - Healthcare & Medical Supplies,156960.36,50,13,28,9,15,2026-03-28 00:00:00
AUC-0631,Healthcare & Medical Supplies,Procurement Request #0631 - Healthcare & Medical Supplies,374164.67,39,22,11,28,5,2026-04-05 00:00:00
AUC-0632,Construction & Infrastructure,Procurement Request #0632 - Construction & Infrastructure,33589.99,41,12,24,23,15,2026-06-16 00:00:00
AUC-0633,Software & Cloud Services,Procurement Request #0633 - Software & Cloud Services,452418.55,31,27,11,31,30,2026-06-20 00:00:00
AUC-0634,Software & Cloud Services,Procurement Request #0634 - Software & Cloud Services,427609.3,39,32,22,7,5,2026-06-12 00:00:00
AUC-0635,Healthcare & Medical Supplies,Procurement Request #0635 - Healthcare & Medical Supplies,337224.29,42,25,12,21,30,2026-02-19 00:00:00
AUC-0636,Software & Cloud Services,Procurement Request #0636 - Software & Cloud Services,300678.57,22,16,10,52,10,2026-05-07 00:00:00
AUC-0637,Raw Materials & Metals,Procurement Request #0637 - Raw Materials & Metals,447228.22,24,35,27,14,15,2026-05-09 00:00:00
AUC-0638,Construction & Infrastructure,Procurement Request #0638 - Construction & Infrastructure,100811.79,43,40,10,10,5,2026-03-29 00:00:00
AUC-0639,IT Hardware,Procurement Request #0639 - IT Hardware,48694.89,41,35,11,13,30,2026-02-01 00:00:00
AUC-0640,Software & Cloud Services,Procurement Request #0640 - Software & Cloud Services,127359.98,48,24,27,10,10,2026-05-30 00:00:00
AUC-0641,Software & Cloud Services,Procurement Request #0641 - Software & Cloud Services,399343.36,24,11,14,51,30,2026-06-18 00:00:00
AUC-0642,IT Hardware,Procurement Request #0642 - IT Hardware,26988.43,45,39,29,10,5,2026-03-05 00:00:00
AUC-0643,Healthcare & Medical Supplies,Procurement Request #0643 - Healthcare & Medical Supplies,295575.35,28,10,15,47,5,2026-03-21 00:00:00
AUC-0644,Manufacturing & Heavy Machinery,Procurement Request #0644 - Manufacturing & Heavy Machinery,497764.38,26,24,29,21,10,2026-06-02 00:00:00
AUC-0645,IT Hardware,Procurement Request #0645 - IT Hardware,429291.09,26,13,25,36,10,2026-01-18 00:00:00
AUC-0646,Manufacturing & Heavy Machinery,Procurement Request #0646 - Manufacturing & Heavy Machinery,265508.39,32,23,20,25,30,2026-03-26 00:00:00
AUC-0647,IT Hardware,Procurement Request #0647 - IT Hardware,41184.05,51,27,14,10,15,2026-02-25 00:00:00
AUC-0648,Manufacturing & Heavy Machinery,Procurement Request #0648 - Manufacturing & Heavy Machinery,417373.02,22,28,15,35,15,2026-01-18 00:00:00
AUC-0649,IT Hardware,Procurement Request #0649 - IT Hardware,303499.47,37,14,23,26,10,2026-06-29 00:00:00
AUC-0650,Logistics & Freight,Procurement Request #0650 - Logistics & Freight,66317.17,55,15,24,6,10,2026-05-30 00:00:00
AUC-0651,IT Hardware,Procurement Request #0651 - IT Hardware,55990.07,28,13,30,29,30,2026-02-11 00:00:00
AUC-0652,IT Hardware,Procurement Request #0652 - IT Hardware,455717.14,51,12,10,27,5,2026-02-16 00:00:00
AUC-0653,IT Hardware,Procurement Request #0653 - IT Hardware,337908.13,52,38,19,10,30,2026-06-28 00:00:00
AUC-0654,Manufacturing & Heavy Machinery,Procurement Request #0654 - Manufacturing & Heavy Machinery,416350.53,45,32,14,10,10,2026-02-07 00:00:00
AUC-0655,Healthcare & Medical Supplies,Procurement Request #0655 - Healthcare & Medical Supplies,440699.66,37,26,24,13,30,2026-03-04 00:00:00
AUC-0656,Software & Cloud Services,Procurement Request #0656 - Software & Cloud Services,290168.45,54,32,11,10,10,2026-05-09 00:00:00
AUC-0657,Construction & Infrastructure,Procurement Request #0657 - Construction & Infrastructure,263548.71,25,30,19,26,15,2026-04-19 00:00:00
AUC-0658,IT Hardware,Procurement Request #0658 - IT Hardware,220909.43,55,17,16,12,5,2026-05-17 00:00:00
AUC-0659,IT Hardware,Procurement Request #0659 - IT Hardware,165303.83,54,21,27,10,10,2026-04-30 00:00:00
AUC-0660,Manufacturing & Heavy Machinery,Procurement Request #0660 - Manufacturing & Heavy Machinery,222952.02,55,31,16,10,15,2026-01-15 00:00:00
AUC-0661,Software & Cloud Services,Procurement Request #0661 - Software & Cloud Services,389201.03,27,35,14,24,30,2026-05-09 00:00:00
AUC-0662,Software & Cloud Services,Procurement Request #0662 - Software & Cloud Services,304942.48,30,31,11,28,5,2026-06-16 00:00:00
AUC-0663,Logistics & Freight,Procurement Request #0663 - Logistics & Freight,447336.41,38,16,23,23,15,2026-03-28 00:00:00
AUC-0664,Construction & Infrastructure,Procurement Request #0664 - Construction & Infrastructure,227256.21,49,11,13,27,5,2026-05-19 00:00:00
AUC-0665,Software & Cloud Services,Procurement Request #0665 - Software & Cloud Services,307473.89,30,35,10,25,30,2026-05-13 00:00:00
AUC-0666,IT Hardware,Procurement Request #0666 - IT Hardware,319340.7,24,38,17,21,30,2026-06-02 00:00:00
AUC-0667,Construction & Infrastructure,Procurement Request #0667 - Construction & Infrastructure,299931.61,40,23,16,21,15,2026-03-01 00:00:00
AUC-0668,Manufacturing & Heavy Machinery,Procurement Request #0668 - Manufacturing & Heavy Machinery,354290.55,27,20,17,36,5,2026-03-03 00:00:00
AUC-0669,Healthcare & Medical Supplies,Procurement Request #0669 - Healthcare & Medical Supplies,126342.4,41,37,16,10,30,2026-02-27 00:00:00
AUC-0670,IT Hardware,Procurement Request #0670 - IT Hardware,261058.25,45,28,25,10,5,2026-04-23 00:00:00
AUC-0671,Software & Cloud Services,Procurement Request #0671 - Software & Cloud Services,61070.15,28,39,29,10,30,2026-02-16 00:00:00
AUC-0672,Raw Materials & Metals,Procurement Request #0672 - Raw Materials & Metals,198410.55,43,14,24,19,10,2026-06-12 00:00:00
AUC-0673,Logistics & Freight,Procurement Request #0673 - Logistics & Freight,248956.86,37,16,20,27,10,2026-01-10 00:00:00
AUC-0674,Healthcare & Medical Supplies,Procurement Request #0674 - Healthcare & Medical Supplies,329589.89,56,11,18,15,10,2026-01-30 00:00:00
AUC-0675,Manufacturing & Heavy Machinery,Procurement Request #0675 - Manufacturing & Heavy Machinery,475760.22,44,24,23,10,10,2026-03-30 00:00:00
AUC-0676,Software & Cloud Services,Procurement Request #0676 - Software & Cloud Services,304319.02,38,29,15,18,10,2026-05-29 00:00:00
AUC-0677,Construction & Infrastructure,Procurement Request #0677 - Construction & Infrastructure,374361.02,34,12,23,31,30,2026-02-26 00:00:00
AUC-0678,Construction & Infrastructure,Procurement Request #0678 - Construction & Infrastructure,258070.37,45,36,24,10,15,2026-01-05 00:00:00
AUC-0679,Healthcare & Medical Supplies,Procurement Request #0679 - Healthcare & Medical Supplies,320710.98,42,33,17,10,10,2026-03-26 00:00:00
AUC-0680,Raw Materials & Metals,Procurement Request #0680 - Raw Materials & Metals,44756.79,52,17,28,10,10,2026-05-28 00:00:00
AUC-0681,IT Hardware,Procurement Request #0681 - IT Hardware,134651.87,46,11,11,32,30,2026-05-11 00:00:00
AUC-0682,IT Hardware,Procurement Request #0682 - IT Hardware,187308.02,47,26,22,5,30,2026-06-29 00:00:00
AUC-0683,Manufacturing & Heavy Machinery,Procurement Request #0683 - Manufacturing & Heavy Machinery,241521.74,26,24,25,25,10,2026-01-23 00:00:00
AUC-0684,Construction & Infrastructure,Procurement Request #0684 - Construction & Infrastructure,32367.89,20,32,23,25,10,2026-02-04 00:00:00
AUC-0685,Logistics & Freight,Procurement Request #0685 - Logistics & Freight,78611.81,38,17,30,15,5,2026-01-06 00:00:00
AUC-0686,Raw Materials & Metals,Procurement Request #0686 - Raw Materials & Metals,145639.01,39,15,24,22,5,2026-04-28 00:00:00
AUC-0687,Raw Materials & Metals,Procurement Request #0687 - Raw Materials & Metals,486051.02,28,37,22,13,10,2026-04-06 00:00:00
AUC-0688,Healthcare & Medical Supplies,Procurement Request #0688 - Healthcare & Medical Supplies,172360.03,44,32,30,10,5,2026-06-11 00:00:00
AUC-0689,IT Hardware,Procurement Request #0689 - IT Hardware,246200.12,39,38,20,10,5,2026-03-18 00:00:00
AUC-0690,Raw Materials & Metals,Procurement Request #0690 - Raw Materials & Metals,106087.88,32,32,29,10,10,2026-06-26 00:00:00
AUC-0691,IT Hardware,Procurement Request #0691 - IT Hardware,309282.23,54,38,20,10,5,2026-05-13 00:00:00
AUC-0692,Healthcare & Medical Supplies,Procurement Request #0692 - Healthcare & Medical Supplies,147534.78,43,38,11,8,5,2026-04-10 00:00:00
AUC-0693,Logistics & Freight,Procurement Request #0693 - Logistics & Freight,111426.36,49,29,11,11,15,2026-04-05 00:00:00
AUC-0694,Software & Cloud Services,Procurement Request #0694 - Software & Cloud Services,263120.59,50,32,12,10,10,2026-02-06 00:00:00
AUC-0695,Logistics & Freight,Procurement Request #0695 - Logistics & Freight,12697.84,35,27,13,25,30,2026-05-30 00:00:00
AUC-0696,Manufacturing & Heavy Machinery,Procurement Request #0696 - Manufacturing & Heavy Machinery,13755.38,33,34,17,16,15,2026-04-02 00:00:00
AUC-0697,Logistics & Freight,Procurement Request #0697 - Logistics & Freight,117343.72,47,31,23,10,15,2026-01-15 00:00:00
AUC-0698,IT Hardware,Procurement Request #0698 - IT Hardware,27993.47,43,21,24,12,30,2026-05-10 00:00:00
AUC-0699,Construction & Infrastructure,Procurement Request #0699 - Construction & Infrastructure,62932.62,27,25,27,21,15,2026-04-27 00:00:00
AUC-0700,Construction & Infrastructure,Procurement Request #0700 - Construction & Infrastructure,176041.72,43,35,12,10,10,2026-04-29 00:00:00
AUC-0701,IT Hardware,Procurement Request #0701 - IT Hardware,403266.98,25,22,15,38,15,2026-01-21 00:00:00
AUC-0702,IT Hardware,Procurement Request #0702 - IT Hardware,290303.84,30,18,13,39,10,2026-05-09 00:00:00
AUC-0703,Software & Cloud Services,Procurement Request #0703 - Software & Cloud Services,261207.19,33,26,30,11,5,2026-03-18 00:00:00
AUC-0704,Raw Materials & Metals,Procurement Request #0704 - Raw Materials & Metals,153809.52,49,39,14,10,30,2026-03-31 00:00:00
AUC-0705,Raw Materials & Metals,Procurement Request #0705 - Raw Materials & Metals,466559.32,43,33,30,10,5,2026-03-17 00:00:00
AUC-0706,Software & Cloud Services,Procurement Request #0706 - Software & Cloud Services,204537.37,24,10,17,49,15,2026-04-17 00:00:00
AUC-0707,Construction & Infrastructure,Procurement Request #0707 - Construction & Infrastructure,52675.46,36,30,30,10,15,2026-05-06 00:00:00
AUC-0708,Construction & Infrastructure,Procurement Request #0708 - Construction & Infrastructure,312362.59,48,36,27,10,30,2026-04-29 00:00:00
AUC-0709,Logistics & Freight,Procurement Request #0709 - Logistics & Freight,65780.81,56,14,19,11,10,2026-03-09 00:00:00
AUC-0710,Software & Cloud Services,Procurement Request #0710 - Software & Cloud Services,179159.34,50,21,19,10,5,2026-02-08 00:00:00
AUC-0711,Logistics & Freight,Procurement Request #0711 - Logistics & Freight,258631.85,38,24,15,23,10,2026-05-19 00:00:00
AUC-0712,Logistics & Freight,Procurement Request #0712 - Logistics & Freight,438369.04,31,15,14,40,10,2026-03-03 00:00:00
AUC-0713,IT Hardware,Procurement Request #0713 - IT Hardware,251837.82,22,20,28,30,10,2026-04-24 00:00:00
AUC-0714,Logistics & Freight,Procurement Request #0714 - Logistics & Freight,354106.8,43,15,16,26,5,2026-06-21 00:00:00
AUC-0715,Logistics & Freight,Procurement Request #0715 - Logistics & Freight,496480.25,42,14,21,23,30,2026-05-20 00:00:00
AUC-0716,Software & Cloud Services,Procurement Request #0716 - Software & Cloud Services,74429.67,54,19,13,14,5,2026-04-15 00:00:00
AUC-0717,Raw Materials & Metals,Procurement Request #0717 - Raw Materials & Metals,144618.45,29,40,24,7,15,2026-02-10 00:00:00
AUC-0718,IT Hardware,Procurement Request #0718 - IT Hardware,203342.28,49,26,20,10,15,2026-05-03 00:00:00
AUC-0719,Logistics & Freight,Procurement Request #0719 - Logistics & Freight,216695.81,51,31,14,10,30,2026-03-29 00:00:00
AUC-0720,Healthcare & Medical Supplies,Procurement Request #0720 - Healthcare & Medical Supplies,211400.33,27,33,25,15,5,2026-02-06 00:00:00
AUC-0721,Healthcare & Medical Supplies,Procurement Request #0721 - Healthcare & Medical Supplies,454729.39,55,13,19,13,5,2026-04-14 00:00:00
AUC-0722,Construction & Infrastructure,Procurement Request #0722 - Construction & Infrastructure,359876.0,34,24,21,21,5,2026-03-26 00:00:00
AUC-0723,IT Hardware,Procurement Request #0723 - IT Hardware,307873.55,53,30,16,10,10,2026-03-14 00:00:00
AUC-0724,Software & Cloud Services,Procurement Request #0724 - Software & Cloud Services,161592.63,21,12,27,40,30,2026-06-24 00:00:00
